x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,y
A3306,A0,17.0,A0,A1,A2,A0,A1,A0,A1,A1,51.5,900.5,A1
A3307,A0,4.0,A0,A1,A2,A0,A1,A0,A1,A1,50.05,179.35,A1
A3308,A1,1.0,A0,A0,A2,A1,A1,A0,A0,A3,74.9,74.9,A1
A3309,A0,37.0,A0,A1,A2,A0,A1,A0,A0,A1,55.05,2030.75,A0
A3310,A1,5.0,A0,A0,A2,A0,A1,A0,A0,A3,68.95,351.5,A0
A3311,A1,1.0,A0,A1,A2,A0,A1,A0,A0,A1,44.45,44.45,A1
A3312,A0,10.0,A0,A0,A2,A1,A0,A0,A0,A3,94.9,1048.85,A1
A3313,A0,16.0,A0,A2,A1,A2,A2,A2,A1,A1,19.75,284.35,A0
A3314,A0,3.0,A0,A0,A2,A0,A1,A0,A0,A3,76.05,231.8,A1
A3315,A1,8.0,A0,A2,A1,A2,A2,A2,A1,A1,20.25,174.65,A0
A3316,A1,17.0,A0,A2,A1,A2,A2,,A1,A1,20.15,353.65,A0
A3317,A0,36.0,A0,A2,A1,A2,A2,A1,A0,A0,20.35,695.85,A0
A3318,A1,1.0,A0,A0,A2,A0,A1,,A0,A1,73.6,73.6,A1
A3319,A1,61.0,A0,A0,A0,,A0,A2,A1,A0,115.1,7008.15,A0
A3320,A1,1.0,A0,A2,A1,A2,A2,A0,A1,A1,19.9,19.9,A0
A3321,A0,31.0,A0,A1,A0,A0,A1,A0,A0,A3,71.05,2168.15,A0
A3322,A0,,A0,A0,A2,A1,A0,A0,A0,A2,109.45,6572.85,A0
A3323,A1,3.0,A0,A1,A2,A0,A1,A0,A0,A3,63.6,155.65,A1
A3324,A1,40.0,A0,A0,A2,A0,A0,A0,A0,A3,91.55,3673.6,A0
A3325,A0,8.0,A0,A2,A1,,A2,A0,A0,A2,19.7,168.9,A0
A3326,A1,57.0,A0,A0,A0,A1,A0,A0,A1,A0,94.0,5438.95,A0
A3327,A0,62.0,A0,A0,A0,A0,A0,A1,A1,A3,96.1,6001.45,A0
A3328,A1,72.0,A0,A0,A0,A1,A0,A2,A0,A0,117.35,8436.25,A0
A3329,A1,14.0,A0,A0,A0,A0,A0,A0,A0,A2,90.9,1259.0,A1
A3330,A1,30.0,A0,A1,A2,A1,A1,A1,A0,A3,64.5,1985.15,A0
A3331,A0,72.0,A1,A1,A0,A1,A0,A2,A0,A2,65.6,4566.5,A0
A3332,A0,51.0,A0,A0,A0,A0,A1,A1,A1,A2,84.2,4299.75,A0
A3333,A0,31.0,A0,A2,A1,A2,A2,A2,A1,A2,20.4,609.1,A0
A3334,A1,20.0,A0,A0,A2,A0,A1,A0,A0,A2,89.1,1879.25,A0
A3335,A0,25.0,A0,A1,A2,A1,A1,A0,A1,A0,55.55,1405.3,A0
A3336,A1,34.0,A0,A1,A2,A1,A1,A1,A1,A2,64.2,2106.3,A0
A3337,A0,72.0,A0,A0,A0,A1,A0,A2,A0,A0,116.95,8594.4,A0
A3338,A1,56.0,A0,A0,A0,A0,A0,A0,A0,A0,106.6,5893.95,A0
A3339,A1,38.0,A0,A0,A2,A1,A0,A0,A0,A3,105.0,4026.4,A1
A3340,A1,32.0,A0,A0,A2,A1,A0,A0,A0,A2,91.05,2954.5,A1
A3341,A1,59.0,A0,A0,A0,A0,A1,,A0,A0,79.2,4590.35,A0
A3342,A1,72.0,A0,A1,A0,A1,A0,A2,A1,A2,86.6,6350.5,A0
A3343,A0,8.0,A0,A0,A2,,A0,A0,A0,A3,94.7,740.3,A1
A3344,A0,20.0,A0,A0,A2,A0,A0,A0,A0,A1,89.0,1820.45,A1
A3345,A0,9.0,A1,A1,A0,A1,A1,A1,A1,A1,39.55,373.0,A0
A3346,A0,5.0,A1,A1,A2,A0,A1,A0,A0,A3,24.95,100.4,A1
A3347,A0,11.0,A0,A0,A2,A0,A1,A0,A0,A3,73.85,926.25,A1
A3348,A0,1.0,A0,A0,A2,A0,A1,A0,A0,A3,73.55,73.55,A1
A3349,A1,3.0,A0,A0,A2,A1,A1,A0,A0,A3,86.85,220.95,A1
A3350,A0,7.0,A0,A0,A2,A0,A1,A0,A0,A2,69.95,529.5,A1
A3351,A1,,A0,A1,A2,A1,A0,A2,A1,A0,78.6,1846.65,A0
A3352,A0,40.0,A0,A2,A1,A2,A2,A2,A1,A0,25.25,1006.9,A0
A3353,A0,72.0,A0,A0,A0,A1,A0,A1,A0,A0,104.9,7537.5,A0
A3354,A1,24.0,A1,A1,A0,A1,A0,A1,A1,A3,57.6,1367.75,A0
A3355,A1,7.0,A0,A1,A0,A1,A1,A1,A1,A3,69.45,477.05,A0
A3356,A0,45.0,A0,A0,A0,A1,A0,A1,A0,A0,95.0,4368.85,A0
A3357,A1,71.0,A0,A1,A0,A1,A0,A2,A1,A2,87.95,6365.35,A0
A3358,A0,58.0,A0,A0,A2,A1,A0,,A1,A2,94.35,5563.65,A0
A3359,A1,62.0,A0,A1,A0,A1,A1,A2,A0,A0,72.0,4284.2,A0
A3360,A0,5.0,A0,A0,A2,A0,A0,A0,A0,A3,89.15,413.25,A0
A3361,A1,52.0,A0,A0,A0,A1,A1,A0,A1,A2,94.6,5025.8,A0
A3362,A0,64.0,A0,A1,A0,A1,A1,A1,A1,A3,81.25,5567.55,A0
A3363,A0,56.0,A1,A1,A0,A1,A1,,A0,A0,36.1,1971.5,A0
A3364,A0,24.0,A0,A1,A2,A0,A0,,A1,A1,74.8,1821.2,A0
A3365,A0,2.0,A0,A0,A2,A0,A1,,A0,A0,73.25,131.05,A1
A3366,A1,70.0,A0,A0,A0,A1,A0,A2,A0,A1,111.15,7737.55,A0
A3367,A0,31.0,A0,A1,A0,A0,A0,A1,A0,A1,79.45,2587.7,A1
A3368,A0,53.0,A0,A2,A1,A2,A2,A2,A1,A0,19.5,1050.5,A0
A3369,A0,11.0,A1,A1,A0,A1,A1,A0,A1,A1,34.7,383.55,A0
A3370,A0,3.0,A0,A0,A2,A0,A1,A0,A1,A3,69.65,220.1,A1
A3371,A0,24.0,A0,A2,A1,A2,A2,A2,A1,A1,20.75,487.05,A0
A3372,A1,19.0,A0,A0,A0,,A0,A0,A0,A3,95.15,1789.25,A1
A3373,A1,41.0,A0,A1,A0,A0,A0,A2,A1,A3,78.45,3126.45,A0
A3374,A1,48.0,A0,A2,A1,A2,A2,A1,A1,A1,19.95,936.7,A0
A3375,A0,27.0,A0,A0,A2,A0,A1,A0,A0,A1,69.05,1793.25,A0
A3376,A1,3.0,A0,A2,A1,A2,A2,A0,A0,A1,19.6,59.75,A1
A3377,A1,43.0,A0,A0,A0,A0,A1,A0,A1,A3,80.45,3398.9,A0
A3378,A0,10.0,A0,A0,A2,A0,A1,A0,A0,A3,70.1,659.65,A1
A3379,A0,60.0,A0,A1,A0,A1,A1,A2,A1,A3,61.4,3638.25,A0
A3380,A0,71.0,A0,A0,A0,A0,A0,A2,A0,A0,104.15,7365.3,A0
A3381,A1,72.0,A0,A1,A0,A1,A1,,A0,A0,70.65,5011.15,A0
A3382,A1,3.0,A0,A0,A2,,A1,A0,A1,A0,80.1,217.55,A1
A3383,A1,32.0,A0,A0,A2,A0,A1,A0,A0,A2,75.5,2324.7,A0
A3384,A0,56.0,A0,A0,A0,A0,A0,A0,A1,A3,98.6,5581.05,A0
A3385,A1,21.0,A0,A0,A2,A1,A0,A0,A0,A2,104.4,2200.25,A1
A3386,A0,35.0,A0,A2,A1,A2,A2,A2,A1,A2,25.45,809.25,A0
A3387,A0,6.0,A0,A2,A1,A2,A2,A0,A1,A1,19.55,128.6,A0
A3388,A0,71.0,A0,A0,A0,A1,A0,,A1,A0,109.3,7782.85,A0
A3389,A0,1.0,A0,A2,A1,A2,A2,,A0,A1,20.45,20.45,A0
A3390,A0,72.0,A0,A1,A0,A1,A0,A2,A0,A2,75.4,5480.25,A0
A3391,A0,72.0,A0,A2,A1,A2,A2,A2,A0,A0,19.8,1414.65,A0
A3392,A0,65.0,A0,A2,A1,A2,A2,A2,A0,A2,25.1,1725.0,A0
A3393,A1,72.0,A0,A0,A0,,A0,A2,A1,A0,112.1,7965.95,A0
A3394,A0,16.0,A0,A1,A2,A0,A1,A0,A0,A1,49.45,799.0,A0
A3395,A0,22.0,A0,A1,A2,A0,A1,A0,A0,A3,54.2,1152.7,A1
A3396,A1,4.0,A0,A2,A1,A2,A2,A0,A1,A3,20.15,91.4,A0
A3397,A0,31.0,A0,A0,A2,A1,A1,A1,A1,A2,98.05,3082.1,A0
A3398,A1,4.0,A0,A2,A1,A2,A2,A0,A0,A1,25.45,84.2,A0
A3399,A0,70.0,A0,A0,A0,A1,A0,A2,A1,A0,114.3,8244.3,A0
A3400,A0,27.0,A0,A1,A2,A0,A0,A1,A1,A1,80.85,2204.35,A0
A3401,A1,72.0,A0,A0,A0,,A0,A1,A0,A2,108.5,8003.8,A0
A3402,A0,3.0,A1,A1,A2,A0,A1,,A1,A3,25.1,79.8,A0
A3403,A0,27.0,A0,A0,A0,A0,A1,A1,A0,A0,80.65,2209.75,A0
A3404,A0,27.0,A0,A2,A1,A2,A2,A2,A1,A2,19.55,520.55,A0
A3405,A1,1.0,A0,A0,A2,A0,A1,A0,A0,A1,70.15,70.15,A1
A3406,A1,1.0,A0,A1,A2,,A1,A0,A0,A3,45.7,45.7,A1
A3407,A1,25.0,A0,A1,A0,A0,A0,A0,A0,A1,71.05,1837.7,A0
A3408,A1,1.0,A0,A0,A2,A0,A1,A0,A0,A1,70.7,70.7,A0
A3409,A0,18.0,A0,A2,A1,A2,A2,A0,A1,A1,20.05,358.5,A0
A3410,A0,68.0,A0,A0,A0,A1,A1,A1,A1,A2,101.35,7110.75,A0
A3411,A0,41.0,A0,A1,A0,A1,A1,A0,A0,A0,74.55,3023.55,A0
A3412,A1,23.0,A0,A2,A1,A2,A2,A0,A0,A1,19.5,470.2,A0
A3413,A0,1.0,A0,A1,A2,,A0,A0,A0,A1,59.55,59.55,A0
A3414,A1,1.0,A0,A1,A2,A0,A1,A0,A1,A1,45.1,45.1,A1
A3415,A1,5.0,A0,A1,A2,A0,A1,A0,A0,A1,50.6,249.95,A1
A3416,A0,61.0,A0,A1,A2,A1,A0,A2,A1,A0,75.35,4729.3,A0
A3417,A1,12.0,A1,A1,A2,A1,A0,A2,A1,A1,49.85,552.1,A0
A3418,A1,56.0,A0,A0,A2,A1,A0,A2,A1,A2,103.2,5744.35,A0
A3419,A0,25.0,A0,A1,A0,,A1,A1,A0,A2,61.6,1611.0,A0
A3420,A1,17.0,A0,A0,A2,A0,A1,A0,A1,A3,78.9,1348.95,A0
A3421,A0,20.0,A0,A2,A1,A2,A2,A0,A1,A1,19.4,415.4,A0
A3422,A0,70.0,A0,A2,A1,A2,A2,A2,A1,A0,20.05,1360.25,A0
A3423,A1,52.0,A0,A0,A0,A1,A0,A0,A0,A3,105.05,5624.85,A1
A3424,A0,20.0,A0,A2,A1,A2,A2,A2,A1,A1,20.05,400.0,A0
A3425,A0,4.0,A0,A2,A1,,A2,A0,A0,A3,19.85,63.0,A0
A3426,A1,35.0,A1,A1,A2,,A1,A0,A0,A1,33.45,1175.85,A0
A3427,A1,23.0,A0,A2,A1,A2,A2,A2,A1,A1,25.1,611.45,A0
A3428,A0,40.0,A0,A0,A0,A1,A0,A0,A0,A1,102.65,4108.15,A0
A3429,A1,1.0,A0,A1,A2,A0,A0,A0,A0,A3,60.15,60.15,A1
A3430,A0,10.0,A0,A0,A2,A0,A1,A0,A0,A3,85.6,813.85,A1
A3431,A0,70.0,A1,A1,A2,A0,A0,A2,A0,A1,40.05,2799.75,A0
A3432,A0,9.0,A0,A2,A1,A2,A2,A0,A0,A1,21.25,204.55,A0
A3433,A1,30.0,A0,A2,A1,A2,A2,A0,A1,A2,19.65,655.85,A1
A3434,A0,65.0,A0,A2,A1,A2,A2,A2,A1,A1,25.75,1654.75,A0
A3435,A0,1.0,A0,A1,A2,,A1,A0,A0,A3,45.6,45.6,A1
A3436,A0,4.0,A1,A1,A2,A1,A1,A0,A0,A3,29.9,118.25,A0
A3437,A1,11.0,A0,A0,A2,A0,A1,A0,A1,A3,76.4,838.7,A0
A3438,A1,9.0,A0,A2,A1,,A2,A0,A1,A2,20.15,238.15,A0
A3439,A0,22.0,A0,A0,A2,A1,A0,A0,A0,A0,94.7,1914.9,A1
A3440,A0,28.0,A0,A0,A0,,A0,A1,A1,A3,100.2,2688.45,A0
A3441,A0,12.0,A0,A2,A1,,A2,,A1,A1,20.5,255.5,A0
A3442,A1,31.0,A0,A0,A2,A1,A0,A0,A0,A3,98.9,2911.3,A1
A3443,A1,10.0,A0,A0,A2,,A0,A0,A0,A3,98.5,1058.25,A1
A3444,A1,5.0,A0,A0,A2,A0,A1,A0,A0,A1,69.05,318.5,A1
A3445,A1,1.0,A0,A0,A2,A0,A1,A0,A0,A3,79.35,79.35,A1
A3446,A0,18.0,A0,A0,A2,A0,A0,A0,A0,A3,94.75,1691.9,A0
A3447,A0,47.0,A0,A2,A1,A2,A2,A1,A1,A0,20.55,1013.05,A0
A3448,A0,45.0,A0,A2,A1,A2,A2,A2,A1,A1,20.35,929.2,A0
A3449,A1,12.0,A0,A0,A2,A0,A1,A0,A0,A3,76.6,893.0,A0
A3450,A1,26.0,A0,A0,A2,A0,A1,,A0,A2,74.95,1834.95,A1
A3451,A0,12.0,A0,A0,A0,A0,A0,A0,A0,A3,101.35,1218.55,A1
A3452,A0,1.0,A0,A0,A2,A0,A1,A0,A0,A3,71.65,71.65,A1
A3453,A1,68.0,A0,A0,A0,A1,A1,A1,A1,A0,86.45,5762.95,A0
A3454,A1,72.0,A0,A0,A0,A1,A0,A2,A0,A3,112.4,8046.85,A0
A3455,A0,70.0,A0,A1,A2,A1,A1,A2,A1,A0,68.95,4858.7,A0
A3456,A0,39.0,A0,A0,A2,A1,A0,A2,A0,A3,100.45,3801.7,A0
A3457,A1,61.0,A0,A0,A2,A1,A0,A0,A1,A1,89.2,5500.6,A0
A3458,A0,39.0,A0,A0,A2,A1,A1,,A1,A3,81.9,3219.75,A0
A3459,A0,33.0,A0,A0,A2,A0,A1,A1,A1,A2,80.1,2603.3,A0
A3460,A1,60.0,A0,A0,A2,A0,A0,A2,A0,A3,97.2,5611.75,A0
A3461,A1,72.0,A0,A1,A0,A1,A0,A2,A0,A2,79.5,5661.7,A0
A3462,A0,18.0,A0,A0,A2,A1,A1,A0,A0,A1,87.9,1500.5,A0
A3463,A0,72.0,A0,A0,A0,A1,A0,A2,A0,A0,108.4,7767.25,A0
A3464,A1,43.0,A0,A0,A0,A0,A1,,A0,A3,90.25,3838.75,A0
A3465,A0,14.0,A0,A2,A1,A2,A2,A1,A1,A2,20.4,275.7,A0
A3466,A0,18.0,A0,A1,A2,A0,A0,A0,A0,A0,59.1,1011.05,A0
A3467,A0,49.0,A0,A0,A0,A0,A0,A1,A0,A2,106.65,5168.1,A0
A3468,A0,42.0,A1,A1,A2,A0,A1,A0,A0,A2,40.15,1626.05,A0
A3469,A0,36.0,A0,A0,A2,A0,A0,A0,A0,A3,84.75,3050.15,A1
A3470,A1,16.0,A0,A0,A2,A0,A1,A0,A1,A3,72.65,1194.3,A1
A3471,A1,2.0,A1,A1,A2,A0,A1,A0,A0,A1,24.4,36.55,A1
A3472,A1,64.0,A0,A0,A2,A0,A1,A0,A0,A2,86.8,5327.25,A0
A3473,A1,13.0,A0,A2,A1,A2,A2,,A0,A1,19.3,279.3,A0
A3474,A0,19.0,A0,A0,A0,,A1,A0,A0,A3,78.25,1490.95,A1
A3475,A1,4.0,A0,A2,A1,A2,A2,A0,A1,A0,20.45,82.85,A0
A3476,A1,68.0,A0,A1,A0,A1,A0,A2,A1,A0,88.0,6161.9,A0
A3477,A1,40.0,A0,A1,A0,A0,A1,A0,A1,A0,56.6,2379.1,A0
A3478,A1,70.0,A0,A0,A0,A1,A0,,A0,A0,113.05,7869.05,A0
A3479,A1,56.0,A0,A0,A2,A0,A1,A0,A0,A2,85.6,4902.8,A0
A3480,A0,1.0,A0,A1,A2,A1,A1,,A0,A1,49.65,49.65,A1
A3481,A0,8.0,A0,A0,A2,A0,A0,A0,A0,A3,86.55,649.65,A1
A3482,A1,72.0,A0,A0,A0,A1,A0,,A0,A2,109.2,7711.45,A0
A3483,A1,25.0,A0,A2,A1,A2,A2,A1,A1,A0,19.9,527.5,A0
A3484,A1,66.0,A0,A1,A0,A1,A1,A2,A1,A2,66.9,4370.25,A0
A3485,A0,72.0,A1,A1,A2,A1,A0,A2,A1,A2,60.95,4549.05,A0
A3486,A1,12.0,A0,A0,A2,,A1,A0,A0,A0,79.55,958.25,A0
A3487,A1,62.0,A1,A1,A0,,A1,A2,A1,A2,48.7,3008.55,A0
A3488,A1,6.0,A0,A1,A2,A0,A1,A0,A0,A3,49.45,314.6,A0
A3489,A1,5.0,A0,A0,A2,A1,A1,A0,A0,A0,75.55,349.65,A1
A3490,A0,34.0,A0,A2,A1,A2,A2,A0,A1,A1,19.7,675.6,A0
A3491,A0,5.0,A0,A0,A0,A0,A0,A0,A0,A3,89.8,502.6,A1
A3492,A0,49.0,A0,A0,A2,A1,A0,A1,A0,A0,99.25,4920.8,A0
A3493,A1,58.0,A0,A1,A0,A0,A1,,A0,A0,59.9,3505.1,A0
A3494,A1,70.0,A0,A1,A2,A0,A0,A2,A0,A2,80.6,5460.2,A0
A3495,A1,23.0,A0,A0,A2,A0,A1,A0,A0,A2,75.4,1643.55,A0
A3496,A1,42.0,A0,A1,A2,A1,A0,A2,A1,A0,84.35,3571.6,A0
A3497,A0,25.0,A0,A0,A0,A1,A0,A0,A1,A1,105.95,2655.25,A1
A3498,A0,1.0,A0,A1,A2,A0,A1,A0,A1,A3,44.0,44.0,A0
A3499,A0,4.0,A0,A2,A1,A2,A2,A2,A1,A0,19.5,96.85,A0
A3500,A0,72.0,A0,A0,A0,A1,A1,A2,A0,A2,93.05,6735.05,A0
A3501,A0,4.0,A0,A0,A0,A0,A0,A0,A0,A3,90.05,368.1,A1
A3502,A1,30.0,A0,A0,A0,A1,A0,A0,A0,A3,104.1,3121.1,A0
A3503,A0,54.0,A0,A0,A2,A1,A0,,A0,A0,99.05,5295.7,A0
A3504,A1,12.0,A0,A2,A1,A2,A2,A0,A1,A1,20.4,266.6,A0
A3505,A1,48.0,A0,A0,A0,A0,A1,A1,A1,A3,75.15,3772.65,A0
A3506,A0,36.0,A0,A2,A1,A2,A2,A2,A1,A0,19.45,754.5,A0
A3507,A1,61.0,A0,A0,A2,A1,A0,A1,A0,A2,103.3,6518.35,A0
A3508,A0,71.0,A0,A0,A0,A1,A0,,A0,A2,106.0,7723.7,A1
A3509,A0,18.0,A0,A2,A1,A2,A2,A2,A1,A0,20.05,388.6,A0
A3510,A0,54.0,A0,A0,A0,A0,A0,A1,A0,A3,105.2,5637.85,A0
A3511,A0,25.0,A0,A0,A2,A0,A1,A0,A1,A3,85.9,2199.05,A0
A3512,A1,48.0,A1,A1,A2,A1,A0,A1,A1,A0,45.0,2196.3,A0
A3513,A1,5.0,A0,A0,A2,A0,A1,A0,A1,A3,70.05,302.6,A0
A3514,A0,21.0,A0,A2,A1,,A2,A0,A1,A1,20.0,417.7,A0
A3515,A0,69.0,A0,A1,A0,A1,A1,A2,A0,A2,75.75,5388.15,A0
A3516,A1,67.0,A0,A2,A1,A2,A2,A1,A0,A2,20.85,1327.4,A0
A3517,A0,45.0,A0,A2,A1,A2,A2,A1,A1,A0,24.7,1174.35,A0
A3518,A0,1.0,A0,A0,A2,A0,A1,A0,A0,A3,69.85,69.85,A1
A3519,A1,70.0,A0,A1,A0,A1,A0,A2,A0,A2,89.0,6293.2,A0
A3520,A0,2.0,A0,A1,A0,A0,A1,A0,A1,A1,49.25,97.0,A0
A3521,A0,44.0,A1,A1,A2,A1,A0,A1,A0,A3,54.3,2317.1,A0
A3522,A1,1.0,A0,A0,A2,A0,A1,A0,A0,A3,71.25,71.25,A0
A3523,A0,72.0,A0,A0,A0,A1,A0,,A0,A0,104.45,7459.0,A0
A3524,A0,4.0,A0,A0,A2,A0,A1,A0,A1,A3,90.65,367.95,A0
A3525,A1,19.0,A0,A1,A0,A0,A1,A1,A1,A3,58.2,1045.25,A0
A3526,A1,30.0,A0,A2,A1,A2,A2,A2,A1,A0,19.4,578.5,A0
A3527,A0,55.0,A1,A1,A2,A1,A0,A1,A0,A2,50.05,2743.45,A0
A3528,A1,1.0,A0,A0,A2,A0,A1,A0,A0,A1,74.45,74.45,A1
A3529,A0,27.0,A0,A0,A2,A1,A1,A0,A0,A3,81.3,2272.8,A0
A3530,A0,32.0,A0,A0,A2,A1,A0,A0,A0,A3,104.9,3351.55,A1
A3531,A1,1.0,A0,A0,A2,A0,A1,A0,A0,A3,69.55,69.55,A1
A3532,A0,21.0,A0,A0,A2,A0,A1,A0,A1,A1,75.3,1570.7,A0
A3533,A1,34.0,A0,A0,A0,A1,A0,A0,A0,A1,109.8,3587.25,A1
A3534,A0,16.0,A0,A0,A0,,A1,A0,A1,A2,80.75,1321.3,A0
A3535,A1,16.0,A0,A0,A0,A0,A0,A0,A0,A2,94.65,1461.15,A0
A3536,A1,9.0,A0,A1,A0,A0,A1,A1,A0,A1,65.6,593.3,A0
A3537,A0,38.0,A0,A0,A2,A0,A1,A0,A1,A2,91.7,3479.05,A0
A3538,A1,1.0,A1,A1,A2,A0,A1,A0,A1,A2,25.25,25.25,A0
A3539,A0,18.0,A1,A1,A2,,A1,A0,A1,A1,33.6,550.35,A0
A3540,A1,57.0,A0,A2,A1,A2,A2,A2,A1,A2,19.9,1115.6,A0
A3541,A0,24.0,A0,A0,A2,A0,A0,A0,A0,A3,93.0,2248.05,A0
A3542,A1,72.0,A0,A0,A0,A1,A0,A2,A0,A2,107.4,7748.75,A0
A3543,A1,1.0,A0,A1,A2,A0,A1,A0,A1,A2,44.15,44.15,A0
A3544,A1,9.0,A0,A1,A0,A0,A1,A0,A1,A1,50.85,466.6,A0
A3545,A0,3.0,A1,A1,A0,,A1,A0,A0,A3,29.6,79.45,A1
A3546,A1,,A0,A0,A2,A0,A0,A0,A0,A2,90.8,809.75,A1
A3547,A1,1.0,A0,A1,A2,A0,A1,A0,A1,A1,45.35,45.35,A0
A3548,A0,72.0,A0,A1,A0,A1,A0,A2,A1,A0,88.55,6362.35,A0
A3549,A1,2.0,A0,A2,A1,A2,A2,A0,A1,A1,19.95,38.15,A0
A3550,A1,10.0,A1,A1,A0,A1,A1,A0,A1,A2,40.7,449.3,A0
A3551,A0,15.0,A0,A0,A0,A0,A1,A0,A0,A3,91.0,1430.05,A0
A3552,A1,2.0,A0,A0,A2,A0,A1,A0,A1,A0,80.55,188.1,A0
A3553,A0,72.0,A0,A2,A1,A2,A2,,A1,A2,25.0,1738.9,A0
A3554,A1,72.0,A0,A0,A2,A1,A0,A2,A0,A2,110.45,8058.85,A0
A3555,A1,,A0,A0,A0,A0,A1,A0,A0,A2,85.7,3778.1,A0
A3556,A0,70.0,A0,A1,A2,A1,A0,A2,A1,A0,77.3,5498.2,A0
A3557,A0,4.0,A0,A1,A2,A0,A1,A0,A0,A0,44.8,176.2,A0
A3558,A1,13.0,A0,A1,A0,A0,A1,A0,A0,A3,76.2,981.45,A0
A3559,A1,53.0,A0,A0,A0,A1,A0,A1,A0,A2,108.95,5718.2,A0
A3560,A1,1.0,A0,A2,A1,A2,A2,A0,A0,A3,19.9,19.9,A1
A3561,A0,1.0,A0,A2,A1,A2,A2,A0,A0,A1,18.85,18.85,A1
A3562,A0,4.0,A0,A1,A2,A1,A1,A0,A1,A3,65.6,250.1,A0
A3563,A1,13.0,A0,A2,A1,A2,A2,A2,A0,A2,19.75,246.7,A0
A3564,A1,,A0,A1,A0,A1,A0,A1,A1,A0,74.1,5222.3,A0
A3565,A0,30.0,A0,A0,A0,A0,A1,A0,A0,A2,83.55,2570.2,A0
A3566,A1,6.0,A1,A1,A2,A1,A0,A0,A0,A3,47.95,305.1,A1
A3567,A1,51.0,A0,A0,A2,A0,A1,A0,A0,A3,80.75,4116.9,A0
A3568,A1,46.0,A0,A1,A2,A1,A1,A2,A1,A0,54.35,2460.15,A1
A3569,A1,53.0,A0,A0,A2,A0,A0,A1,A0,A0,95.85,5016.25,A0
A3570,A1,3.0,A0,A0,A2,A0,A1,A0,A0,A3,69.55,200.2,A0
A3571,A0,9.0,A0,A0,A0,A1,A1,A0,A0,A1,94.85,890.6,A1
A3572,A0,23.0,A0,A0,A2,A1,A1,A0,A0,A0,96.9,2085.45,A0
A3573,A1,1.0,A0,A0,A2,A0,A1,A0,A0,A3,74.5,74.5,A1
A3574,A1,31.0,A0,A0,A2,A0,A1,A0,A0,A0,73.55,2094.65,A0
A3575,A0,12.0,A0,A0,A0,A0,A0,A0,A0,A0,85.05,999.8,A0
A3576,A0,31.0,A1,A1,A2,A0,A1,A0,A1,A0,25.0,789.2,A0
A3577,A1,23.0,A0,A1,A2,A0,A0,,A0,A0,73.65,1642.75,A0
A3578,A0,27.0,A0,A0,A0,A0,A0,A1,A0,A2,104.65,2964.0,A0
A3579,A0,55.0,A0,A0,A0,A0,A0,,A0,A1,100.9,5552.05,A0
A3580,A0,71.0,A0,A2,A1,A2,A2,A2,A1,A0,25.35,1847.55,A0
A3581,A0,16.0,A0,A0,A0,A0,A1,A0,A0,A0,74.3,1178.25,A1
A3582,A0,1.0,A0,A2,A1,A2,A2,A0,A0,A1,19.2,19.2,A0
A3583,A0,1.0,A0,A0,A2,A0,A1,,A0,A3,73.65,73.65,A1
A3584,A0,68.0,A1,A1,A0,A1,A1,A2,A0,A3,41.95,2965.75,A0
A3585,A0,32.0,A0,A0,A0,A1,A0,A0,A0,A3,93.5,2970.8,A0
A3586,A1,33.0,A0,A0,A2,A1,A0,A1,A0,A3,103.75,3361.05,A1
A3587,A1,72.0,A0,A0,A0,A0,A1,,A1,A2,99.9,7251.7,A0
A3588,A1,72.0,A0,A0,A0,A0,A0,A2,A0,A2,110.1,7746.7,A0
A3589,A1,11.0,A0,A0,A2,A1,A1,A0,A0,A0,78.1,864.85,A0
A3590,A1,9.0,A0,A0,A2,A1,A1,A0,A0,A3,90.1,816.8,A0
A3591,A0,1.0,A0,A1,A2,A0,A0,,A0,A3,55.0,55.0,A1
A3592,A1,32.0,A1,A1,A2,A0,A1,A1,A1,A1,30.15,927.65,A0
A3593,A0,45.0,A0,A1,A2,A0,A1,A2,A1,A2,54.65,2553.7,A0
A3594,A1,65.0,A1,A1,A2,A1,A0,,A1,A0,59.95,3921.1,A0
A3595,A1,35.0,A0,A2,A1,A2,A2,A2,A0,A0,25.4,949.8,A0
A3596,A1,67.0,A1,A1,A2,A1,A0,A0,A0,A0,53.4,3579.15,A0
A3597,A1,3.0,A0,A0,A2,A0,A1,,A0,A3,74.55,233.65,A0
A3598,A1,53.0,A0,A0,A0,A0,A1,A0,A0,A0,73.8,4003.85,A0
A3599,A0,13.0,A1,A1,A0,,A1,A2,A1,A1,40.55,590.35,A0
A3600,A0,45.0,A0,A2,A1,A2,A2,A2,A1,A1,24.45,1088.25,A0
A3601,A0,34.0,A0,A1,A2,A1,A1,A1,A1,A1,56.95,1889.5,A0
A3602,A1,70.0,A0,A0,A0,A0,A0,A2,A0,A2,104.45,7349.35,A0
A3603,A0,8.0,A0,A0,A0,A1,A1,A0,A0,A3,94.0,773.65,A1
A3604,A1,68.0,A0,A0,A0,A0,A1,A1,A0,A2,83.65,5733.4,A0
A3605,A1,40.0,A1,A1,A0,A0,A0,A0,A0,A3,55.8,2109.35,A1
A3606,A0,66.0,A0,A0,A0,,A0,A1,A0,A2,107.35,7051.95,A0
A3607,A1,68.0,A0,A0,A0,A0,A0,A2,A0,A0,103.75,7039.45,A0
